doctors,jianjie,jianjie_url,localtion,localtion_url,tel,url
"科室 56 个, 大夫 992 人",瑞金医院建于1907年，原名广慈医院，是...,//info.haodf.com/hospital/DE4roiYGYZwXhEaCFVHDuJVht/jieshao.htm,总院:上海市瑞金二路197号(永嘉路口);北...,//map.haodf.com/hospital/DE4roiYGYZwXhEaCFVHDuJVht/map.htm,"021-34186000(总机),021-64370045(总机),021-64717398(远洋分院),021-67888999(北院)",https://www.haodf.com/hospital/DE4roiYGYZwXhEaCFVHDuJVht.htm
"科室 60 个, 大夫 975 人",上海交通大学医学院附属第九人民医院的...,//info.haodf.com/hospital/DE4roiYGYZwXhXnG6rsvdwrU4/jieshao.htm,"上海市制造局路639号(南院),上海市瞿溪...",//map.haodf.com/hospital/DE4roiYGYZwXhXnG6rsvdwrU4/map.htm,"021-23271699(总院总机),021-58702006(浦东分院),021-63400490(大沽路门诊),021-56691101(北院总机)",https://www.haodf.com/hospital/DE4roiYGYZwXhXnG6rsvdwrU4.htm
"科室 43 个, 大夫 538 人",上海中医药大学附属龙华医院创建于1960...,//info.haodf.com/hospital/DE4roiYGYZwX-U7o5nM-zfnJT/jieshao.htm,总院：上海市宛平南路725号;浦东分院：...,//map.haodf.com/hospital/DE4roiYGYZwX-U7o5nM-zfnJT/map.htm,021-64385700(总机),https://www.haodf.com/hospital/DE4roiYGYZwX-U7o5nM-zfnJT.htm
"科室 66 个, 大夫 979 人",一、历史悠久,//info.haodf.com/hospital/DE4roiYGYZwXCUrEpjdCy8jrf/jieshao.htm,本院:广州市沿江西路107号;南院:广州市...,//map.haodf.com/hospital/DE4roiYGYZwXCUrEpjdCy8jrf/map.htm,020-81332199(总机),https://www.haodf.com/hospital/DE4roiYGYZwXCUrEpjdCy8jrf.htm
"科室 52 个, 大夫 1025 人",北京大学人民医院创建于1918年，是中国...,//info.haodf.com/hospital/DE4raCNSz6ONDnJPvy76rvKc/jieshao.htm,西直门院区:北京市西城区西直门南大街1...,//map.haodf.com/hospital/DE4raCNSz6ONDnJPvy76rvKc/map.htm,"010-88326666(新院总机),010-66583666(老院总机)",https://www.haodf.com/hospital/DE4raCNSz6ONDnJPvy76rvKc.htm
"科室 56 个, 大夫 919 人",广州市妇女儿童医疗中心（以下简称“妇...,//info.haodf.com/hospital/DE4roiYGYZwXxOqNN8Z2K18e0/jieshao.htm,广州市人民中路318号(儿童院区);广州市...,//map.haodf.com/hospital/DE4roiYGYZwXxOqNN8Z2K18e0/map.htm,"020-81886332(总机),020-81330713(儿童院区),020-81886910(妇婴院区),020-38076461(珠江新城院区)",https://www.haodf.com/hospital/DE4roiYGYZwXxOqNN8Z2K18e0.htm
"科室 66 个, 大夫 1051 人",中山大学附属第一医院（简称中山一院）...,//info.haodf.com/hospital/DE4roiYGYZwXiEUz-mzZSmmxP/jieshao.htm,本部:广东省广州市中山二路58号;妇科生...,//map.haodf.com/hospital/DE4roiYGYZwXiEUz-mzZSmmxP/map.htm,"020-87755766(总机),020-87332200(总机)",https://www.haodf.com/hospital/DE4roiYGYZwXiEUz-mzZSmmxP.htm
"科室 48 个, 大夫 369 人",广州医科大学附属第三医院位于广州市繁...,//info.haodf.com/hospital/DE4roiYGYZwXCnUz-mzZSmmxP/jieshao.htm,广州市荔湾区多宝路63号,//map.haodf.com/hospital/DE4roiYGYZwXCnUz-mzZSmmxP/map.htm,"020-81292183(24小时咨询),4006677400(预约挂号)",https://www.haodf.com/hospital/DE4roiYGYZwXCnUz-mzZSmmxP.htm
"科室 47 个, 大夫 545 人",成都市第一人民医院（成都市中西医结合...,//info.haodf.com/hospital/DE4roiYGYZwmCaqNN8Z2K18e0/jieshao.htm,成都市高新南区繁雄大道万象北路18号,//map.haodf.com/hospital/DE4roiYGYZwmCaqNN8Z2K18e0/map.htm,"028-86914657(急救),028-86915760(北区咨询台),028-85311726(南区咨询台)",https://www.haodf.com/hospital/DE4roiYGYZwmCaqNN8Z2K18e0.htm
"科室 56 个, 大夫 626 人",山东中医药大学附属医院、山东省中医院...,//info.haodf.com/hospital/DE4roiYGYZwaJ3uuYe-Bqregr/jieshao.htm,西院区:山东省济南市文化西路42号;东院...,//map.haodf.com/hospital/DE4roiYGYZwaJ3uuYe-Bqregr/map.htm,"0531-82950414(东院总机),0531-58675126(预约挂号)",https://www.haodf.com/hospital/DE4roiYGYZwaJ3uuYe-Bqregr.htm
"科室 34 个, 大夫 267 人",山东大学齐鲁儿童医院始建于1957年，是...,//info.haodf.com/hospital/DE4roiYGYZwEJb65Sxq9XkxnU/jieshao.htm,山东省济南市槐荫区经十路23976号,//map.haodf.com/hospital/DE4roiYGYZwEJb65Sxq9XkxnU/map.htm,0531-87964990(总机),https://www.haodf.com/hospital/DE4roiYGYZwEJb65Sxq9XkxnU.htm
"科室 33 个, 大夫 396 人",南京医科大学附属儿童医院（江苏省儿童...,//info.haodf.com/hospital/DE4roiYGYZwEiI1YXfLKC7fiV/jieshao.htm,广州路院区:南京市广州路72号;河西院区...,//map.haodf.com/hospital/DE4roiYGYZwEiI1YXfLKC7fiV/map.htm,"025-83117500(总机),025-83116969(咨询及预约)",https://www.haodf.com/hospital/DE4roiYGYZwEiI1YXfLKC7fiV.htm
"科室 18 个, 大夫 266 人",南京脑科医院，又名南京医科大学附属脑...,//info.haodf.com/hospital/DE4roiYGYZwEi2c2dcByMhc7g/jieshao.htm,南京市广州路264号,//map.haodf.com/hospital/DE4roiYGYZwEi2c2dcByMhc7g/map.htm,"025-82296000(总机),025-82296386(预约),025-82296409(导医)",https://www.haodf.com/hospital/DE4roiYGYZwEi2c2dcByMhc7g.htm
"科室 49 个, 大夫 456 人",东南大学附属中大医院始建于1935年，其...,//info.haodf.com/hospital/DE4roiYGYZwaiqd9CWC6I0WTb/jieshao.htm,本部:江苏省南京市湖南路丁家桥87号;江...,//map.haodf.com/hospital/DE4roiYGYZwaiqd9CWC6I0WTb/map.htm,"025-83272114(咨询),025-83272453(咨询),025-83272111,025-56873114(江北院区)",https://www.haodf.com/hospital/DE4roiYGYZwaiqd9CWC6I0WTb.htm
"科室 21 个, 大夫 243 人",江苏省,//info.haodf.com/hospital/DE4roiYGYZwECa1YXfLKC7fiV/jieshao.htm,南京市百子亭42号,//map.haodf.com/hospital/DE4roiYGYZwECa1YXfLKC7fiV/map.htm,"025-83283597(总机),025-83283364(门诊部)",https://www.haodf.com/hospital/DE4roiYGYZwECa1YXfLKC7fiV.htm
"科室 64 个, 大夫 980 人",浙江大学医学院附属第一医院建院于1947...,//info.haodf.com/hospital/DE4roiYGYZwmGEaCFVHDuJVht/jieshao.htm,庆春院区:浙江省杭州市庆春路79号;城站...,//map.haodf.com/hospital/DE4roiYGYZwmGEaCFVHDuJVht/map.htm,"0571-87236114(总机),0571-87236666,0571-87236300(急诊电话),0571-87236668(门诊)",https://www.haodf.com/hospital/DE4roiYGYZwmGEaCFVHDuJVht.htm
"科室 42 个, 大夫 575 人",成都中医药大学附属医院/四川省中医院创...,//info.haodf.com/hospital/DE4roiYGYZwmCO3XIhpq-4h0m/jieshao.htm,四川省成都市金牛区十二桥路39号,//map.haodf.com/hospital/DE4roiYGYZwmCO3XIhpq-4h0m/map.htm,"028-87769902(总机),028-87769903(总机),028-87769904(总机),028-87783481(咨询),028-87732407(夜间咨询)",https://www.haodf.com/hospital/DE4roiYGYZwmCO3XIhpq-4h0m.htm
"科室 54 个, 大夫 1821 人",锦江春色来天地，玉垒浮云变古今。,//info.haodf.com/hospital/DE4roiYGYZwXJq43vTNHYjTjw/jieshao.htm,"四川省成都市武侯区国学巷37号(本部),成...",//map.haodf.com/hospital/DE4roiYGYZwXJq43vTNHYjTjw/map.htm,"028-85422114(查号台),028-85422290(门诊办公室)",https://www.haodf.com/hospital/DE4roiYGYZwXJq43vTNHYjTjw.htm
"科室 28 个, 大夫 364 人",医院现开放编制床位1580张，其中华西院...,//info.haodf.com/hospital/DE4roiYGYZwmKobML76GGU71e/jieshao.htm,成都市人民南路3段20号(本部:);成都市锦...,//map.haodf.com/hospital/DE4roiYGYZwmKobML76GGU71e/map.htm,028-85503960(咨询),https://www.haodf.com/hospital/DE4roiYGYZwmKobML76GGU71e.htm
"科室 63 个, 大夫 1123 人",江苏省人民医院，暨南京医科大学第一附...,//info.haodf.com/hospital/DE4roiYGYZwX-bc2dcByMhc7g/jieshao.htm,本部:南京市广州路300号;妇幼分院:南京...,//map.haodf.com/hospital/DE4roiYGYZwX-bc2dcByMhc7g/map.htm,"025-83718836(医院本部总机),025-83714511(医院本部总机),025-86211033(河西分院总机)",https://www.haodf.com/hospital/DE4roiYGYZwX-bc2dcByMhc7g.htm
"科室 44 个, 大夫 822 人",江苏省中医院创建于1954年10月，为全国...,//info.haodf.com/hospital/DE4roiYGYZwXy1tsGQuzElQch/jieshao.htm,江苏省南京市秦淮区汉中路155号,//map.haodf.com/hospital/DE4roiYGYZwXy1tsGQuzElQch/map.htm,"025-86617141(总机),025-86618472,025-86518612",https://www.haodf.com/hospital/DE4roiYGYZwXy1tsGQuzElQch.htm
"科室 60 个, 大夫 710 人",古运河畔的山东省济宁市是鲁南人文圣地...,//info.haodf.com/hospital/DE4roiYGYZwEyOc2dcByMhc7g/jieshao.htm,山东省济宁市古槐路89号(本部);山东省济...,//map.haodf.com/hospital/DE4roiYGYZwEyOc2dcByMhc7g/map.htm,"0537-2903399(总机),0537-2903092(咨询),0537-2966666(咨询),0537-2903165(院办)",https://www.haodf.com/hospital/DE4roiYGYZwEyOc2dcByMhc7g.htm
"科室 55 个, 大夫 871 人",广州市第一人民医院（华南理工大学附属...,//info.haodf.com/hospital/DE4roiYGYZwXxobML76GGU71e/jieshao.htm,广州市盘福路1号(总院):东风西路金融大...,//map.haodf.com/hospital/DE4roiYGYZwXxobML76GGU71e/map.htm,"020-81048888(总院总机),020-81048388(预约7:00-21:00),020-81628820(鹤洞分院),020-39096666(南沙分院)",https://www.haodf.com/hospital/DE4roiYGYZwXxobML76GGU71e.htm
"科室 69 个, 大夫 1096 人",长江之滨，黄鹤楼下，有一所海内外闻名...,//info.haodf.com/hospital/DE4roiYGYZwXyb43vTNHYjTjw/jieshao.htm,主院区:湖北省武汉市解放大道1095号;光...,//map.haodf.com/hospital/DE4roiYGYZwXyb43vTNHYjTjw/map.htm,"027-83663131(总机),027-83662688(主院区),027-63639393(光谷院区),027-69378083(中法新城),027-83663298(咨询台)",https://www.haodf.com/hospital/DE4roiYGYZwXyb43vTNHYjTjw.htm
