金额,商品,支付时间,地点,商品大类,商品二级类
7.0,130g果王玉带蚕豆,2017/3/31 17:08,E,非饮料,坚果炒货
7.0,130g果王玉带蚕豆,2017/3/31 17:12,E,非饮料,坚果炒货
7.0,130g果王玉带蚕豆,2017/3/31 17:13,E,非饮料,坚果炒货
3.0,怡宝纯净水,2017/3/31 17:15,C,饮料,水
4.0,阿萨姆奶茶,2017/3/31 17:15,D,饮料,茶饮料
3.0,12g劲仔小鱼麻辣味,2017/3/31 17:16,B,非饮料,肉干/豆制品/蛋
4.5,250ML东鹏特饮,2017/3/31 21:26,C,饮料,功能饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/3/31 21:27,C,非饮料,饼干糕点
10.0,湘潭铺子(羽泉版),2017/3/31 21:38,B,非饮料,蜜饯/果干
3.5,可口可乐330ml,2017/3/31 21:38,C,饮料,碳酸饮料
3.5,85g新麦潮手撕面包（提子味）,2017/3/31 21:45,B,非饮料,饼干糕点
3.0,统一冰红茶,2017/3/31 21:45,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/3/31 21:45,C,饮料,茶饮料
3.5,600ml可口可乐,2017/3/31 21:49,C,饮料,碳酸饮料
2.0,85g新麦潮手撕面包（提子味）,2017/3/31 21:50,C,非饮料,饼干糕点
6.0,330ml伊利畅意乳酸菌原味,2017/3/31 21:51,B,饮料,乳制品
5.5,205g伊利安慕希原味,2017/3/31 21:52,D,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/3/31 21:54,B,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/3/31 21:55,A,非饮料,肉干/豆制品/蛋
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/3/31 21:57,A,饮料,果蔬饮料
6.5,250ml红牛,2017/3/31 21:58,C,饮料,功能饮料
5.0,110g顺宝九制话梅,2017/3/31 22:00,D,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/3/31 22:02,D,饮料,乳制品
5.0,脉动（青柠）,2017/3/31 22:06,C,饮料,功能饮料
3.0,怡宝纯净水,2017/3/31 22:06,C,饮料,水
1.8,32g卫龙亲嘴烧,2017/3/31 22:07,A,非饮料,肉干/豆制品/蛋
3.0,85g新麦潮北海道吐司,2017/3/31 22:15,B,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/3/31 22:25,C,非饮料,膨化食品
1.5,卫龙亲嘴烧红烧牛肉味,2017/3/31 22:47,A,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/3/31 22:54,C,饮料,碳酸饮料
6.0,86g合味道海鲜风味,2017/3/31 23:02,C,非饮料,方便速食
6.0,86g合味道海鲜风味,2017/3/31 23:10,E,非饮料,方便速食
3.0,怡宝纯净水,2017/3/31 23:11,B,饮料,水
10.0,湘潭铺子(羽泉版),2017/3/31 23:11,D,非饮料,蜜饯/果干
6.0,86g合味道海鲜风味,2017/3/31 23:19,E,非饮料,方便速食
6.0,13g无穷烤鸡小腿蜂蜜味,2017/3/31 23:27,E,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/3/31 23:28,B,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/3/31 23:28,C,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/3/31 23:36,E,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/3/31 23:39,C,非饮料,肉干/豆制品/蛋
4.5,40g双汇玉米热狗肠,2017/3/31 23:45,A,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/4/1 08:57,D,饮料,茶饮料
2.5,伊利优酸乳,2017/4/1 09:12,A,饮料,乳制品
3.0,卫龙大面筋,2017/4/1 09:30,B,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/4/1 09:57,C,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/1 12:05,B,饮料,茶饮料
4.0,营养快线,2017/4/1 12:05,E,饮料,乳制品
12.5,100g*5瓶益力多,2017/4/1 12:07,B,饮料,乳制品
4.0,果粒橙,2017/4/1 12:14,B,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/1 12:14,D,饮料,功能饮料
3.5,东鹏特饮,2017/4/1 12:25,A,饮料,功能饮料
4.0,营养快线,2017/4/1 12:25,E,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/4/1 12:26,A,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/1 12:26,A,饮料,功能饮料
5.4,32g卫龙亲嘴烧红烧牛肉味,2017/4/1 12:29,E,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/4/1 12:30,B,饮料,功能饮料
2.0,怡宝纯净水,2017/4/1 12:30,D,饮料,水
2.0,怡宝纯净水,2017/4/1 12:31,A,饮料,水
5.0,王老吉（500ml）,2017/4/1 12:32,B,饮料,茶饮料
10.0,湘潭铺子(羽泉版),2017/4/1 12:32,E,非饮料,蜜饯/果干
10.0,湘潭铺子(羽泉版),2017/4/1 12:33,A,非饮料,蜜饯/果干
5.0,阿萨姆奶茶,2017/4/1 12:33,B,饮料,茶饮料
3.2,20g咪咪虾条马来西亚风味,2017/4/1 12:33,C,非饮料,膨化食品
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/1 12:33,C,饮料,咖啡
4.5,50g双层百力滋奶咖味,2017/4/1 12:33,C,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/1 12:33,C,饮料,茶饮料
6.0,小茗同学（青柠红茶）,2017/4/1 12:33,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/1 12:33,D,饮料,茶饮料
3.2,咪咪虾条马来西亚风味,2017/4/1 12:33,D,非饮料,膨化食品
3.2,2g韩国海牌海苔,2017/4/1 12:33,E,非饮料,海味零食
3.5,500ml康师傅冰糖雪梨,2017/4/1 12:33,E,饮料,果蔬饮料
2.0,5片装益达绿箭口香糖,2017/4/1 12:33,E,非饮料,糖果/巧克力
3.2,韩国海牌海苔,2017/4/1 12:33,E,非饮料,海味零食
10.0,湘潭铺子(羽泉版),2017/4/1 12:33,E,非饮料,蜜饯/果干
1.5,40g双汇玉米热狗肠,2017/4/1 12:35,A,非饮料,肉干/豆制品/蛋
12.5,100g*5瓶益力多,2017/4/1 12:35,E,饮料,乳制品
4.0,王老吉（罐）,2017/4/1 12:35,E,饮料,茶饮料
3.0,伊利优酸乳,2017/4/1 12:36,B,饮料,乳制品
4.5,阿萨姆奶茶,2017/4/1 12:36,C,饮料,茶饮料
10.0,口味王槟榔（绿）,2017/4/1 12:36,E,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/4/1 12:45,B,饮料,水
2.5,芬达330ml,2017/4/1 12:45,C,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/4/1 12:50,B,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/1 12:53,C,非饮料,肉干/豆制品/蛋
2.5,可口可乐330ml,2017/4/1 13:00,A,饮料,碳酸饮料
3.5,可口可乐330ml,2017/4/1 13:00,B,饮料,碳酸饮料
4.5,250ml燕塘红枣牛奶,2017/4/1 13:00,E,饮料,乳制品
3.0,卫龙大面筋,2017/4/1 13:00,E,非饮料,肉干/豆制品/蛋
6.5,430g泰奇八宝粥,2017/4/1 13:01,C,非饮料,方便速食
0.8,20g咪咪虾条马来西亚风味,2017/4/1 13:03,D,非饮料,膨化食品
3.2,咪咪虾条马来西亚风味,2017/4/1 13:04,A,非饮料,膨化食品
1.8,600ml雪碧,2017/4/1 13:04,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/4/1 13:04,B,饮料,水
5.0,85g统一老坛酸菜牛肉面,2017/4/1 13:28,E,非饮料,方便速食
3.0,茉莉蜜茶,2017/4/1 13:35,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/1 13:35,B,饮料,水
3.2,20g咪咪虾条马来西亚风味,2017/4/1 13:38,C,非饮料,膨化食品
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/4/1 13:46,C,饮料,果蔬饮料
1.8,32g卫龙亲嘴烧,2017/4/1 13:49,D,非饮料,肉干/豆制品/蛋
3.5,果粒橙,2017/4/1 13:59,B,饮料,果蔬饮料
3.2,20g咪咪虾条马来西亚风味,2017/4/1 13:59,C,非饮料,膨化食品
3.5,东鹏特饮,2017/4/1 13:59,C,饮料,功能饮料
1.5,香豆干,2017/4/1 13:59,D,非饮料,肉干/豆制品/蛋
3.2,2g韩国海牌海苔,2017/4/1 14:20,B,非饮料,海味零食
5.0,脉动,2017/4/1 14:20,B,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/4/1 14:21,C,饮料,乳制品
3.0,250ml维他原味豆奶,2017/4/1 14:22,B,饮料,植物蛋白
3.0,怡宝纯净水,2017/4/1 14:22,B,饮料,水
1.5,小鱼仔,2017/4/1 14:26,A,非饮料,海味零食
5.0,王老吉（500ml）,2017/4/1 14:26,B,饮料,茶饮料
3.0,可口可乐最新款,2017/4/1 14:26,C,饮料,碳酸饮料
0.8,20g咪咪虾条马来西亚风味,2017/4/1 14:29,A,非饮料,膨化食品
5.0,脉动（青柠）,2017/4/1 14:29,A,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/4/1 14:29,B,非饮料,肉干/豆制品/蛋
3.0,无穷烤鸡小腿（蜂蜜）,2017/4/1 14:29,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/1 14:29,B,饮料,水
2.5,伊利优酸乳,2017/4/1 14:29,C,饮料,乳制品
3.2,2g韩国海牌海苔,2017/4/1 14:32,A,非饮料,海味零食
3.0,250ml维他柠檬茶,2017/4/1 14:33,B,饮料,茶饮料
3.0,芬达330ml,2017/4/1 14:33,B,饮料,碳酸饮料
3.0,250ml维他奶巧克力味,2017/4/1 14:33,D,饮料,植物蛋白
4.0,脉动,2017/4/1 14:33,D,饮料,功能饮料
4.0,果粒橙,2017/4/1 14:34,B,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/1 14:34,C,饮料,功能饮料
3.0,怡宝纯净水,2017/4/1 14:36,B,饮料,水
3.5,东鹏特饮,2017/4/1 14:36,C,饮料,功能饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/1 14:37,E,非饮料,方便速食
3.5,芬达330ml,2017/4/1 14:38,B,饮料,碳酸饮料
3.0,无穷烤鸡小腿（蜂蜜）,2017/4/1 14:38,B,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/4/1 14:47,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/4/1 14:47,B,饮料,水
6.5,91g徐福记凤梨酥,2017/4/1 14:51,C,非饮料,饼干糕点
1.5,40g双汇玉米热狗肠,2017/4/1 14:53,B,非饮料,肉干/豆制品/蛋
5.0,220g宝丰龙龟苓膏,2017/4/1 14:57,E,非饮料,果冻/龟苓膏
3.0,40g双汇玉米热狗肠,2017/4/1 15:01,B,非饮料,肉干/豆制品/蛋
5.0,阿萨姆奶茶,2017/4/1 15:01,B,饮料,茶饮料
2.0,怡宝纯净水,2017/4/1 15:18,D,饮料,水
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/1 15:24,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/4/1 15:24,B,饮料,水
3.0,250ml维他柠檬茶,2017/4/1 15:24,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/1 15:24,E,饮料,茶饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/1 15:27,A,饮料,咖啡
4.5,阿萨姆奶茶,2017/4/1 15:31,C,饮料,茶饮料
3.0,雪碧（500ml）,2017/4/1 15:39,E,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/1 15:43,A,饮料,功能饮料
2.0,怡宝纯净水,2017/4/1 15:43,D,饮料,水
2.0,怡宝纯净水,2017/4/1 15:46,B,饮料,水
1.0,香豆干,2017/4/1 15:46,E,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/4/1 15:47,B,饮料,功能饮料
3.0,巧克力奶油味蛋糕,2017/4/1 15:47,B,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/1 15:50,E,饮料,功能饮料
5.0,110g顺宝九制话梅,2017/4/1 15:51,E,非饮料,蜜饯/果干
5.0,220g宝丰龙龟苓膏,2017/4/1 15:57,E,非饮料,果冻/龟苓膏
5.5,103g康师傅红烧牛肉面,2017/4/1 15:59,C,非饮料,方便速食
6.0,红牛,2017/4/1 16:00,A,饮料,功能饮料
6.5,148g富甲一方紫薯仔,2017/4/1 16:00,C,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/4/1 16:00,C,饮料,功能饮料
3.0,统一绿茶,2017/4/1 16:06,A,饮料,茶饮料
3.0,印尼芝士威化饼干,2017/4/1 16:06,C,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/1 16:07,A,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/4/1 16:07,D,饮料,乳制品
2.0,怡宝纯净水,2017/4/1 16:07,D,饮料,水
4.5,250ml燕塘甜牛奶,2017/4/1 16:17,A,饮料,乳制品
6.0,红牛,2017/4/1 16:18,A,饮料,功能饮料
3.0,统一绿茶,2017/4/1 16:18,D,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/4/1 16:20,D,饮料,植物蛋白
1.0,小鱼仔,2017/4/1 16:21,A,非饮料,海味零食
4.0,脉动,2017/4/1 16:21,C,饮料,功能饮料
2.5,伊利优酸乳,2017/4/1 16:23,A,饮料,乳制品
3.0,统一绿茶,2017/4/1 16:23,D,饮料,茶饮料
3.0,怡宝纯净水,2017/4/1 16:28,B,饮料,水
2.0,怡宝纯净水,2017/4/1 16:33,A,饮料,水
3.5,熊字饼,2017/4/1 16:33,C,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/1 16:33,E,饮料,功能饮料
4.0,果粒橙,2017/4/1 16:34,B,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/4/1 16:34,E,饮料,茶饮料
4.0,银鹭八宝粥,2017/4/1 16:35,D,饮料,方便速食
4.0,银鹭八宝粥,2017/4/1 16:36,A,饮料,方便速食
4.0,营养快线,2017/4/1 16:39,C,饮料,乳制品
3.0,可口可乐（500ml）,2017/4/1 16:39,D,饮料,碳酸饮料
4.0,果粒橙,2017/4/1 16:41,B,饮料,果蔬饮料
4.0,脉动,2017/4/1 16:41,C,饮料,功能饮料
3.0,雪碧（500ml）,2017/4/1 16:41,D,饮料,碳酸饮料
5.0,48g好丽友薯愿香烤原味,2017/4/1 16:46,E,非饮料,膨化食品
5.0,脉动,2017/4/1 16:47,B,饮料,功能饮料
3.0,雪碧（500ml）,2017/4/1 16:47,C,饮料,碳酸饮料
6.0,红牛,2017/4/1 16:48,C,饮料,功能饮料
1.0,香豆干,2017/4/1 16:48,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/4/1 16:48,E,饮料,功能饮料
4.5,78g卫龙亲嘴语辣条,2017/4/1 16:49,E,非饮料,肉干/豆制品/蛋
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/4/1 16:50,A,饮料,果蔬饮料
4.5,250ml燕塘原味酸奶,2017/4/1 16:51,A,饮料,乳制品
5.0,268ml雀巢咖啡丝滑拿铁,2017/4/1 16:52,E,饮料,咖啡
8.0,80g四洲粟一烧烧烤味,2017/4/1 16:53,A,非饮料,膨化食品
5.0,85g统一老坛酸菜牛肉面,2017/4/1 16:57,A,非饮料,方便速食
8.0,160g盼盼手撕面包,2017/4/1 16:58,A,非饮料,饼干糕点
6.0,160g盼盼手撕面包,2017/4/1 17:00,D,非饮料,饼干糕点
6.5,91g徐福记凤梨酥,2017/4/1 17:01,B,非饮料,饼干糕点
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/4/1 17:04,A,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/4/1 17:08,B,饮料,碳酸饮料
3.5,王老吉（罐）,2017/4/1 17:08,B,饮料,茶饮料
4.0,脉动,2017/4/1 17:08,D,饮料,功能饮料
3.0,250ml维他奶低糖原味,2017/4/1 17:10,B,饮料,植物蛋白
3.0,40g双汇玉米热狗肠,2017/4/1 17:10,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/1 17:10,B,饮料,功能饮料
3.5,东鹏特饮,2017/4/1 17:10,C,饮料,功能饮料
4.0,银鹭八宝粥,2017/4/1 17:10,D,饮料,方便速食
4.5,65g卫龙亲嘴豆皮,2017/4/1 17:13,B,非饮料,肉干/豆制品/蛋
4.5,营养快线,2017/4/1 17:16,A,饮料,乳制品
10.0,口味王槟榔（绿）,2017/4/1 17:16,B,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/4/1 17:16,C,饮料,功能饮料
3.0,威化饼干,2017/4/1 17:16,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/4/1 17:16,E,饮料,茶饮料
3.5,85g新麦潮手撕面包（提子味）,2017/4/1 17:17,C,非饮料,饼干糕点
3.0,雪碧最新款,2017/4/1 17:25,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/4/1 17:25,D,饮料,水
3.0,雪碧最新款,2017/4/1 17:25,E,饮料,碳酸饮料
5.0,500ml统一阿萨姆奶茶,2017/4/1 17:26,B,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/1 17:31,A,饮料,茶饮料
3.5,熊字饼,2017/4/1 17:31,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/4/1 17:32,B,饮料,茶饮料
4.0,脉动,2017/4/1 17:32,E,饮料,功能饮料
3.0,巧克力奶油味蛋糕,2017/4/1 17:33,A,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/4/1 17:34,A,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/4/1 17:35,E,非饮料,方便速食
3.0,卫龙大面筋,2017/4/1 17:45,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/4/1 17:45,B,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/1 17:45,B,非饮料,饼干糕点
3.5,统一绿茶,2017/4/1 17:45,B,饮料,茶饮料
4.8,2g韩国海牌海苔,2017/4/1 17:46,D,非饮料,海味零食
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/1 17:47,A,非饮料,饼干糕点
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/1 17:48,A,非饮料,饼干糕点
3.5,熊字饼,2017/4/1 17:49,B,非饮料,饼干糕点
4.5,250ML东鹏特饮,2017/4/1 17:49,D,饮料,功能饮料
4.5,营养快线,2017/4/1 17:49,D,饮料,乳制品
5.0,600ml脉动青柠,2017/4/1 17:50,E,饮料,功能饮料
2.5,伊利优酸乳,2017/4/1 17:51,A,饮料,乳制品
6.0,370g泰奇八宝粥,2017/4/1 17:51,D,非饮料,方便速食
3.5,统一绿茶,2017/4/1 17:51,D,饮料,茶饮料
3.0,健能酸奶,2017/4/1 17:52,D,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/4/1 17:52,D,非饮料,蜜饯/果干
3.0,250ml维他原味豆奶,2017/4/1 17:52,E,饮料,植物蛋白
3.0,统一绿茶,2017/4/1 17:52,E,饮料,茶饮料
4.5,180ml雀巢咖啡罐装,2017/4/1 17:57,D,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/4/1 18:10,E,非饮料,肉干/豆制品/蛋
2.5,无穷农场盐_鸡蛋,2017/4/1 18:44,C,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/1 18:51,C,饮料,水
9.0,50g马赛克手撕鱿鱼条,2017/4/1 18:58,C,非饮料,海味零食
3.5,可口可乐（500ml）,2017/4/1 18:58,E,饮料,碳酸饮料
1.8,32g卫龙亲嘴烧,2017/4/1 19:03,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/1 19:44,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/4/1 20:44,E,饮料,乳制品
3.0,统一冰红茶,2017/4/1 20:54,A,饮料,茶饮料
7.5,雀巢咖啡,2017/4/1 21:26,E,饮料,咖啡
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/1 21:27,E,非饮料,肉干/豆制品/蛋
2.0,双汇玉米热狗肠,2017/4/1 23:21,E,非饮料,肉干/豆制品/蛋
7.5,雀巢咖啡,2017/4/1 23:22,E,饮料,咖啡
2.0,双汇玉米热狗肠,2017/4/1 23:27,C,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/4/2 06:10,B,非饮料,膨化食品
4.0,阿萨姆奶茶,2017/4/2 08:31,D,饮料,茶饮料
4.0,脉动,2017/4/2 09:11,B,饮料,功能饮料
3.5,统一冰红茶,2017/4/2 09:11,E,饮料,茶饮料
4.8,诗竹竹纤维面巾纸,2017/4/2 09:12,B,非饮料,纸巾
5.0,营养快线,2017/4/2 10:10,C,饮料,乳制品
4.0,220g宝丰龙龟苓膏,2017/4/2 11:42,E,非饮料,果冻/龟苓膏
4.0,王老吉（罐）,2017/4/2 11:50,C,饮料,茶饮料
4.0,银鹭八宝粥,2017/4/2 12:01,D,饮料,方便速食
4.5,600ml脉动青柠,2017/4/2 13:04,C,饮料,功能饮料
2.0,85g新麦潮手撕面包（提子味）,2017/4/2 13:27,C,非饮料,饼干糕点
2.5,无穷农场盐_鸡蛋,2017/4/2 13:35,E,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/2 13:57,B,非饮料,肉干/豆制品/蛋
4.5,12g劲仔小鱼卤香味,2017/4/2 13:58,E,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/2 14:36,C,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/2 14:37,C,饮料,功能饮料
2.5,伊利优酸乳,2017/4/2 14:37,D,饮料,乳制品
3.0,卫龙大面筋,2017/4/2 15:49,A,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/4/2 15:55,C,饮料,功能饮料
3.0,熊字饼,2017/4/2 16:57,E,非饮料,饼干糕点
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/2 16:58,E,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/4/2 17:46,D,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/2 17:55,B,饮料,水
3.0,怡宝纯净水,2017/4/2 18:04,B,饮料,水
3.5,85g新麦潮手撕面包（提子味）,2017/4/2 18:59,D,非饮料,饼干糕点
3.0,可口可乐（500ml）,2017/4/2 19:02,B,饮料,碳酸饮料
3.5,王老吉（罐）,2017/4/2 19:02,E,饮料,茶饮料
7.0,优益C活菌型乳酸菌饮品,2017/4/2 19:02,E,饮料,乳制品
3.0,怡宝,2017/4/2 19:10,C,饮料,水
34.0,188g澳门永辉鸡仔饼,2017/4/2 20:03,B,非饮料,饼干糕点
4.0,营养快线,2017/4/2 20:21,E,饮料,乳制品
3.0,85g新麦潮手撕面包（提子味）,2017/4/2 20:28,C,非饮料,饼干糕点
1.2,20g咪咪虾条马来西亚风味,2017/4/2 21:04,B,非饮料,膨化食品
2.5,无穷农场盐_鸡蛋,2017/4/2 21:17,C,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/4/2 21:18,B,饮料,乳制品
3.0,维他奶,2017/4/2 21:18,E,饮料,植物蛋白
4.5,68g好丽友巧克力派2枚,2017/4/2 21:21,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/2 21:42,C,饮料,茶饮料
3.2,20g咪咪虾条马来西亚风味,2017/4/2 23:01,E,非饮料,膨化食品
2.5,85g新麦潮北海道吐司,2017/4/3 01:52,B,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/4/3 01:53,B,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/4/3 01:54,A,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/3 08:32,A,饮料,果蔬饮料
6.0,86g合味道海鲜风味,2017/4/3 09:49,B,非饮料,方便速食
2.0,鸭翅,2017/4/3 10:12,C,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/4/3 11:00,A,饮料,茶饮料
1.0,香豆干,2017/4/3 11:55,E,非饮料,肉干/豆制品/蛋
3.5,维他柠檬茶,2017/4/3 12:15,D,饮料,茶饮料
4.0,营养快线,2017/4/3 12:58,D,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/4/3 13:19,A,非饮料,肉干/豆制品/蛋
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/3 14:08,E,非饮料,饼干糕点
5.0,脉动,2017/4/3 14:08,E,饮料,功能饮料
4.5,50g上好佳田园薯片番茄味,2017/4/3 14:21,B,非饮料,膨化食品
4.0,王老吉（500ml）,2017/4/3 14:39,E,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/3 14:41,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/4/3 15:46,D,饮料,功能饮料
3.5,维他奶（巧克力味）,2017/4/3 15:55,E,饮料,植物蛋白
3.5,果粒橙,2017/4/3 16:01,B,饮料,果蔬饮料
4.0,脉动,2017/4/3 16:05,A,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/4/3 16:21,D,非饮料,方便速食
4.5,68g好丽友巧克力派2枚,2017/4/3 16:21,E,非饮料,饼干糕点
4.0,银鹭八宝粥,2017/4/3 16:54,A,饮料,方便速食
4.0,统一冰红茶,2017/4/3 16:54,E,饮料,茶饮料
4.0,熊字饼,2017/4/3 16:57,C,非饮料,饼干糕点
2.4,20g咪咪虾条马来西亚风味,2017/4/3 17:49,A,非饮料,膨化食品
3.5,东鹏特饮,2017/4/3 17:54,D,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/4/3 18:44,E,饮料,乳制品
2.5,可口可乐330ml,2017/4/3 18:45,A,饮料,碳酸饮料
5.0,王老吉（500ml）,2017/4/3 18:56,B,饮料,茶饮料
3.5,东鹏特饮,2017/4/3 19:00,B,饮料,功能饮料
4.5,500ml加多宝,2017/4/3 19:23,E,饮料,茶饮料
4.0,熊字饼,2017/4/3 19:33,B,非饮料,饼干糕点
3.0,怡宝,2017/4/3 19:42,C,饮料,水
3.5,芬达330ml,2017/4/3 20:11,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/4/3 20:13,C,饮料,水
4.0,营养快线,2017/4/3 20:15,E,饮料,乳制品
0.6,10g卫龙亲嘴烧香辣味,2017/4/3 20:24,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/3 20:30,E,饮料,水
1.5,鸭翅,2017/4/3 20:34,E,非饮料,肉干/豆制品/蛋
4.5,52g旺旺仙贝,2017/4/3 20:42,E,非饮料,膨化食品
4.0,150g健能酸奶原味,2017/4/3 22:15,A,饮料,乳制品
5.5,85g统一老坛酸菜牛肉面,2017/4/4 00:29,C,非饮料,方便速食
2.5,伊利优酸乳,2017/4/4 00:42,B,饮料,乳制品
4.0,银鹭八宝粥,2017/4/4 00:42,E,饮料,方便速食
3.0,统一冰红茶,2017/4/4 00:43,C,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/4/4 00:44,C,饮料,乳制品
4.0,220g宝丰龙龟苓膏绿豆味,2017/4/4 04:35,E,非饮料,果冻/龟苓膏
3.0,怡宝,2017/4/4 08:16,C,饮料,水
4.0,熊字饼,2017/4/4 09:10,C,非饮料,饼干糕点
4.0,营养快线,2017/4/4 09:11,E,饮料,乳制品
3.0,可口可乐330ml,2017/4/4 11:28,E,饮料,碳酸饮料
4.0,营养快线,2017/4/4 12:03,E,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/4 12:13,E,非饮料,肉干/豆制品/蛋
3.5,果粒橙,2017/4/4 12:28,C,饮料,果蔬饮料
