,金额,商品,支付时间,地点,大类,二级类
34112,4.0,银鹭八宝粥,2017/12/5 09:27,C,饮料,方便速食
34113,4.0,银鹭八宝粥,2017/12/5 12:12,C,饮料,方便速食
34115,4.0,银鹭八宝粥,2017/12/5 20:01,C,饮料,方便速食
34124,4.0,银鹭八宝粥,2017/12/5 21:16,C,饮料,方便速食
34126,4.0,银鹭八宝粥,2017/12/5 22:48,C,饮料,方便速食
34130,4.0,银鹭八宝粥,2017/12/8 07:46,C,饮料,方便速食
34138,4.0,银鹭八宝粥,2017/12/10 23:12,C,饮料,方便速食
34143,4.0,银鹭八宝粥,2017/12/11 15:52,C,饮料,方便速食
34145,4.0,银鹭八宝粥,2017/12/12 00:20,C,饮料,方便速食
34146,4.0,银鹭八宝粥,2017/12/12 08:57,C,饮料,方便速食
34148,4.0,银鹭八宝粥,2017/12/12 18:25,C,饮料,方便速食
34153,4.0,银鹭八宝粥,2017/12/14 11:17,C,饮料,方便速食
34154,4.0,银鹭八宝粥,2017/12/14 15:33,C,饮料,方便速食
34155,4.0,银鹭八宝粥,2017/12/14 15:38,C,饮料,方便速食
34161,4.0,银鹭八宝粥,2017/12/15 22:16,C,饮料,方便速食
34162,4.0,银鹭八宝粥,2017/12/16 04:25,C,饮料,方便速食
34163,4.0,银鹭八宝粥,2017/12/16 08:11,C,饮料,方便速食
34164,4.0,银鹭八宝粥,2017/12/16 15:00,C,饮料,方便速食
34165,4.0,银鹭八宝粥,2017/12/16 17:22,C,饮料,方便速食
34168,4.0,银鹭八宝粥,2017/12/18 01:32,C,饮料,方便速食
34174,4.0,银鹭八宝粥,2017/12/18 21:22,C,饮料,方便速食
34175,4.0,银鹭八宝粥,2017/12/18 21:27,C,饮料,方便速食
34177,4.0,银鹭八宝粥,2017/12/19 09:40,C,饮料,方便速食
34178,4.0,银鹭八宝粥,2017/12/19 11:46,C,饮料,方便速食
34193,4.0,银鹭八宝粥,2017/12/22 14:51,C,饮料,方便速食
34195,4.0,银鹭八宝粥,2017/12/22 17:35,C,饮料,方便速食
34200,4.0,银鹭八宝粥,2017/12/24 08:57,C,饮料,方便速食
34201,4.0,银鹭八宝粥,2017/12/24 10:23,C,饮料,方便速食
34202,4.0,银鹭八宝粥,2017/12/24 15:00,C,饮料,方便速食
34206,4.0,银鹭八宝粥,2017/12/25 00:12,C,饮料,方便速食
34209,4.0,银鹭八宝粥,2017/12/25 14:36,C,饮料,方便速食
34210,4.0,银鹭八宝粥,2017/12/25 14:42,C,饮料,方便速食
34213,4.0,银鹭八宝粥,2017/12/25 20:49,C,饮料,方便速食
34215,4.0,银鹭八宝粥,2017/12/25 22:15,C,饮料,方便速食
34216,4.0,银鹭八宝粥,2017/12/26 05:50,C,饮料,方便速食
34217,4.0,银鹭八宝粥,2017/12/26 08:14,C,饮料,方便速食
34218,4.0,银鹭八宝粥,2017/12/26 08:37,C,饮料,方便速食
34219,4.0,银鹭八宝粥,2017/12/26 08:55,C,饮料,方便速食
34220,4.0,银鹭八宝粥,2017/12/26 09:23,C,饮料,方便速食
34223,4.0,银鹭八宝粥,2017/12/27 14:25,C,饮料,方便速食
34227,4.0,银鹭八宝粥,2017/12/31 10:00,C,饮料,方便速食
34232,8.0,越南LIPO奶味面包干100g,2017/5/27 14:06,C,非饮料,饼干糕点
34233,8.0,越南LIPO奶味面包干100g,2017/5/27 14:08,C,非饮料,饼干糕点
34234,8.0,越南LIPO奶味面包干100g,2017/5/30 15:02,C,非饮料,饼干糕点
34240,8.0,越南LIPO奶味面包干100g,2017/6/14 23:53,C,非饮料,饼干糕点
34241,8.0,越南LIPO奶味面包干100g,2017/6/15 16:49,C,非饮料,饼干糕点
34242,8.0,越南LIPO奶味面包干100g,2017/6/29 22:09,C,非饮料,饼干糕点
34246,8.0,越南LIPO奶味面包干100g,2017/9/27 14:53,C,非饮料,饼干糕点
34247,8.0,越南LIPO奶味面包干100g,2017/10/17 11:15,C,非饮料,饼干糕点
34253,4.5,加多宝,2017/1/3 09:49,C,饮料,茶饮料
34254,4.5,加多宝,2017/1/9 04:49,C,饮料,茶饮料
34279,4.5,加多宝,2017/9/14 17:52,C,饮料,茶饮料
34280,4.5,加多宝,2017/9/15 20:47,C,饮料,茶饮料
34283,4.5,加多宝,2017/9/26 20:37,C,饮料,茶饮料
34285,4.5,加多宝,2017/10/2 13:28,C,饮料,茶饮料
34297,4.5,加多宝,2017/12/10 09:45,C,饮料,茶饮料
34298,4.5,加多宝,2017/12/11 17:04,C,饮料,茶饮料
34311,5.0,脉动（青柠）,2017/3/31 22:06,C,饮料,功能饮料
34328,5.0,脉动（青柠）,2017/7/25 15:17,C,饮料,功能饮料
34332,5.0,脉动（青柠）,2017/9/3 14:43,C,饮料,功能饮料
34333,5.0,脉动（青柠）,2017/9/3 19:52,C,饮料,功能饮料
34335,5.0,脉动（青柠）,2017/9/7 16:21,C,饮料,功能饮料
34339,5.0,脉动（青柠）,2017/9/20 16:16,C,饮料,功能饮料
34343,5.0,脉动（青柠）,2017/9/30 10:03,C,饮料,功能饮料
34344,5.0,脉动（青柠）,2017/10/8 23:04,C,饮料,功能饮料
34360,5.0,脉动（青柠）,2017/11/18 17:50,C,饮料,功能饮料
34367,4.0,奥利奥原味芝士,2017/4/25 05:38,C,非饮料,饼干糕点
34371,4.0,奥利奥原味芝士,2017/5/3 20:12,C,非饮料,饼干糕点
34372,4.0,奥利奥原味芝士,2017/5/9 09:41,C,非饮料,饼干糕点
34375,4.0,奥利奥原味芝士,2017/5/25 19:24,C,非饮料,饼干糕点
34377,4.0,奥利奥原味芝士,2017/5/26 18:10,C,非饮料,饼干糕点
34378,4.0,奥利奥原味芝士,2017/6/1 17:42,C,非饮料,饼干糕点
34379,4.0,奥利奥原味芝士,2017/6/2 14:30,C,非饮料,饼干糕点
34381,4.0,奥利奥原味芝士,2017/6/6 18:16,C,非饮料,饼干糕点
34383,4.0,奥利奥原味芝士,2017/6/15 13:47,C,非饮料,饼干糕点
34390,4.0,奥利奥原味芝士,2017/7/26 17:14,C,非饮料,饼干糕点
34396,4.0,奥利奥原味芝士,2017/9/14 18:33,C,非饮料,饼干糕点
34397,4.0,奥利奥原味芝士,2017/9/15 15:37,C,非饮料,饼干糕点
34399,4.0,奥利奥原味芝士,2017/9/22 16:58,C,非饮料,饼干糕点
34403,4.0,奥利奥原味芝士,2017/10/10 17:48,C,非饮料,饼干糕点
34410,4.0,奥利奥原味芝士,2017/10/27 07:41,C,非饮料,饼干糕点
34430,4.0,奥利奥原味芝士,2017/12/10 19:25,C,非饮料,饼干糕点
34431,4.0,奥利奥原味芝士,2017/12/11 20:45,C,非饮料,饼干糕点
34434,4.0,奥利奥原味芝士,2017/12/22 10:20,C,非饮料,饼干糕点
34441,9.0,四洲粟一烧烧烤味,2017/1/3 14:41,C,非饮料,膨化食品
34445,9.0,四洲粟一烧烧烤味,2017/6/11 10:22,C,非饮料,膨化食品
34452,9.0,四洲粟一烧烧烤味,2017/9/22 15:25,C,非饮料,膨化食品
34463,9.0,四洲粟一烧烧烤味,2017/12/12 15:16,C,非饮料,膨化食品
34475,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/28 09:32,C,非饮料,饼干糕点
34476,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/30 16:29,C,非饮料,饼干糕点
34481,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/4 17:23,C,非饮料,饼干糕点
34487,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/23 10:31,C,非饮料,饼干糕点
34490,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/23 23:08,C,非饮料,饼干糕点
34492,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/29 21:21,C,非饮料,饼干糕点
34495,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/2 21:38,C,非饮料,饼干糕点
34497,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/7 22:12,C,非饮料,饼干糕点
34505,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/20 00:18,C,非饮料,饼干糕点
34506,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/21 16:22,C,非饮料,饼干糕点
34514,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/30 11:31,C,非饮料,饼干糕点
34515,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/30 22:40,C,非饮料,饼干糕点
34522,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/2 23:51,C,非饮料,饼干糕点
34534,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/11 18:09,C,非饮料,饼干糕点
34548,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/18 16:46,C,非饮料,饼干糕点
34565,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/26 21:47,C,非饮料,饼干糕点
34567,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/28 13:53,C,非饮料,饼干糕点
34570,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/30 08:36,C,非饮料,饼干糕点
34571,3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/30 23:33,C,非饮料,饼干糕点
34576,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/7/23 16:10,C,非饮料,饼干糕点
34579,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/7/24 13:22,C,非饮料,饼干糕点
34592,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/8/8 17:33,C,非饮料,饼干糕点
34596,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/8/15 08:38,C,非饮料,饼干糕点
34605,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/3 18:32,C,非饮料,饼干糕点
34611,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/6 19:03,C,非饮料,饼干糕点
34615,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/11 21:59,C,非饮料,饼干糕点
34619,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/15 12:05,C,非饮料,饼干糕点
34621,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/18 17:00,C,非饮料,饼干糕点
34625,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/23 09:09,C,非饮料,饼干糕点
34630,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/24 19:34,C,非饮料,饼干糕点
34631,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/26 00:14,C,非饮料,饼干糕点
34632,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/27 12:37,C,非饮料,饼干糕点
34633,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/27 18:11,C,非饮料,饼干糕点
34638,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/29 20:51,C,非饮料,饼干糕点
34640,3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/30 17:30,C,非饮料,饼干糕点
34645,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/6 23:12,C,非饮料,饼干糕点
34647,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/8 12:39,C,非饮料,饼干糕点
34650,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/11 12:14,C,非饮料,饼干糕点
34657,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/17 13:36,C,非饮料,饼干糕点
34659,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/18 12:06,C,非饮料,饼干糕点
34660,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/19 20:37,C,非饮料,饼干糕点
34666,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/23 17:41,C,非饮料,饼干糕点
34689,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/9 16:07,C,非饮料,饼干糕点
34700,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/15 00:29,C,非饮料,饼干糕点
34701,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/15 14:28,C,非饮料,饼干糕点
34702,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/15 16:37,C,非饮料,饼干糕点
34705,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/19 14:11,C,非饮料,饼干糕点
34719,3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/12/6 13:15,C,非饮料,饼干糕点
34733,3.5,丽芝士纳宝帝奶酪威化饼干,2017/1/3 15:08,C,非饮料,饼干糕点
34735,3.5,丽芝士纳宝帝奶酪威化饼干,2017/3/28 19:56,C,非饮料,饼干糕点
34737,3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/17 12:14,C,非饮料,饼干糕点
34738,3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/18 17:16,C,非饮料,饼干糕点
34739,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/1 07:46,C,非饮料,饼干糕点
34746,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/22 10:53,C,非饮料,饼干糕点
34747,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/22 14:54,C,非饮料,饼干糕点
34748,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/29 00:49,C,非饮料,饼干糕点
34749,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/30 00:09,C,非饮料,饼干糕点
34751,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/5 13:25,C,非饮料,饼干糕点
34760,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/13 15:54,C,非饮料,饼干糕点
34762,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/14 21:47,C,非饮料,饼干糕点
34763,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/21 17:41,C,非饮料,饼干糕点
34765,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/27 12:44,C,非饮料,饼干糕点
34769,3.5,丽芝士纳宝帝奶酪威化饼干,2017/8/27 08:49,C,非饮料,饼干糕点
34776,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/12 08:56,C,非饮料,饼干糕点
34779,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/17 12:36,C,非饮料,饼干糕点
34786,3.5,丽芝士纳宝帝奶酪威化饼干,2017/10/4 07:43,C,非饮料,饼干糕点
34790,3.5,丽芝士纳宝帝奶酪威化饼干,2017/10/16 17:44,C,非饮料,饼干糕点
34795,3.5,丽芝士纳宝帝奶酪威化饼干,2017/10/19 23:35,C,非饮料,饼干糕点
34800,3.5,丽芝士纳宝帝奶酪威化饼干,2017/10/30 04:58,C,非饮料,饼干糕点
34805,3.5,丽芝士纳宝帝奶酪威化饼干,2017/11/12 18:51,C,非饮料,饼干糕点
34815,3.5,丽芝士纳宝帝奶酪威化饼干,2017/12/5 10:19,C,非饮料,饼干糕点
34816,3.5,丽芝士纳宝帝奶酪威化饼干,2017/12/7 16:32,C,非饮料,饼干糕点
34821,3.5,丽芝士纳宝帝奶酪威化饼干,2017/12/10 22:54,C,非饮料,饼干糕点
34822,3.5,丽芝士纳宝帝奶酪威化饼干,2017/12/23 10:33,C,非饮料,饼干糕点
34825,3.5,丽芝士纳宝帝奶酪威化饼干,2017/12/27 20:34,C,非饮料,饼干糕点
34829,3.0,85g新麦潮手撕面包（提子味）,2017/1/9 23:26,C,非饮料,饼干糕点
34833,3.5,85g新麦潮手撕面包（提子味）,2017/1/10 17:48,C,非饮料,饼干糕点
34837,2.0,85g新麦潮手撕面包（提子味）,2017/1/29 19:39,C,非饮料,饼干糕点
34840,3.5,85g新麦潮手撕面包（提子味）,2017/2/18 19:37,C,非饮料,饼干糕点
34841,3.5,85g新麦潮手撕面包（提子味）,2017/2/21 14:32,C,非饮料,饼干糕点
34850,2.0,85g新麦潮手撕面包（提子味）,2017/3/31 21:50,C,非饮料,饼干糕点
34852,3.5,85g新麦潮手撕面包（提子味）,2017/4/1 17:17,C,非饮料,饼干糕点
34853,2.0,85g新麦潮手撕面包（提子味）,2017/4/2 13:27,C,非饮料,饼干糕点
34855,3.0,85g新麦潮手撕面包（提子味）,2017/4/2 20:28,C,非饮料,饼干糕点
34856,2.0,85g新麦潮手撕面包（提子味）,2017/4/5 12:08,C,非饮料,饼干糕点
34859,2.0,85g新麦潮手撕面包（提子味）,2017/4/11 03:48,C,非饮料,饼干糕点
34860,2.0,85g新麦潮手撕面包（提子味）,2017/4/14 22:25,C,非饮料,饼干糕点
34865,3.0,85g新麦潮手撕面包（提子味）,2017/4/27 08:47,C,非饮料,饼干糕点
34866,3.5,85g新麦潮手撕面包（提子味）,2017/4/28 02:48,C,非饮料,饼干糕点
34868,3.5,85g新麦潮手撕面包（提子味）,2017/4/29 12:32,C,非饮料,饼干糕点
34871,2.0,85g新麦潮手撕面包（提子味）,2017/4/30 15:41,C,非饮料,饼干糕点
34872,2.0,85g新麦潮手撕面包（提子味）,2017/5/1 16:04,C,非饮料,饼干糕点
34873,2.0,85g新麦潮手撕面包（提子味）,2017/5/2 19:25,C,非饮料,饼干糕点
34883,3.5,85g新麦潮手撕面包（提子味）,2017/5/13 20:19,C,非饮料,饼干糕点
34888,3.0,85g新麦潮手撕面包（提子味）,2017/5/15 12:20,C,非饮料,饼干糕点
34891,3.5,85g新麦潮手撕面包（提子味）,2017/5/17 01:27,C,非饮料,饼干糕点
34894,3.5,85g新麦潮手撕面包（提子味）,2017/5/20 00:09,C,非饮料,饼干糕点
34897,2.0,85g新麦潮手撕面包（提子味）,2017/5/21 12:06,C,非饮料,饼干糕点
34902,3.5,85g新麦潮手撕面包（提子味）,2017/5/23 23:16,C,非饮料,饼干糕点
34903,2.0,85g新麦潮手撕面包（提子味）,2017/5/24 00:42,C,非饮料,饼干糕点
34904,3.5,85g新麦潮手撕面包（提子味）,2017/5/24 03:38,C,非饮料,饼干糕点
34906,3.0,85g新麦潮手撕面包（提子味）,2017/5/24 18:02,C,非饮料,饼干糕点
34907,2.0,85g新麦潮手撕面包（提子味）,2017/5/25 07:33,C,非饮料,饼干糕点
34908,3.5,85g新麦潮手撕面包（提子味）,2017/5/25 12:03,C,非饮料,饼干糕点
34909,2.0,85g新麦潮手撕面包（提子味）,2017/5/25 23:15,C,非饮料,饼干糕点
34910,3.0,85g新麦潮手撕面包（提子味）,2017/5/26 14:28,C,非饮料,饼干糕点
34912,3.5,85g新麦潮手撕面包（提子味）,2017/5/27 10:46,C,非饮料,饼干糕点
34916,3.0,85g新麦潮手撕面包（提子味）,2017/5/29 11:18,C,非饮料,饼干糕点
34917,3.5,85g新麦潮手撕面包（提子味）,2017/5/30 07:51,C,非饮料,饼干糕点
34920,2.0,85g新麦潮手撕面包（提子味）,2017/5/30 22:39,C,非饮料,饼干糕点
34926,3.0,85g新麦潮手撕面包（提子味）,2017/6/2 16:56,C,非饮料,饼干糕点
34932,2.0,85g新麦潮手撕面包（提子味）,2017/6/4 11:54,C,非饮料,饼干糕点
34937,2.0,85g新麦潮手撕面包（提子味）,2017/6/6 11:41,C,非饮料,饼干糕点
34956,2.0,85g新麦潮手撕面包（提子味）,2017/6/14 03:17,C,非饮料,饼干糕点
34957,3.5,85g新麦潮手撕面包（提子味）,2017/6/14 15:36,C,非饮料,饼干糕点
34979,2.0,85g新麦潮手撕面包（提子味）,2017/6/19 20:30,C,非饮料,饼干糕点
34986,2.0,85g新麦潮手撕面包（提子味）,2017/6/22 12:13,C,非饮料,饼干糕点
34987,3.5,85g新麦潮手撕面包（提子味）,2017/6/23 07:50,C,非饮料,饼干糕点
34993,3.5,85g新麦潮手撕面包（提子味）,2017/6/24 16:27,C,非饮料,饼干糕点
35005,2.0,85g新麦潮手撕面包（提子味）,2017/6/28 17:15,C,非饮料,饼干糕点
35007,3.5,85g新麦潮手撕面包（提子味）,2017/6/30 17:36,C,非饮料,饼干糕点
35009,3.5,85g新麦潮手撕面包（提子味）,2017/7/2 22:42,C,非饮料,饼干糕点
35010,3.5,85g新麦潮手撕面包（提子味）,2017/7/3 16:02,C,非饮料,饼干糕点
35013,3.5,85g新麦潮手撕面包（提子味）,2017/7/3 21:48,C,非饮料,饼干糕点
35014,2.0,85g新麦潮手撕面包（提子味）,2017/7/3 22:28,C,非饮料,饼干糕点
35015,3.5,85g新麦潮手撕面包（提子味）,2017/7/7 08:58,C,非饮料,饼干糕点
35016,3.0,85g新麦潮手撕面包（提子味）,2017/7/7 20:33,C,非饮料,饼干糕点
35018,2.0,85g新麦潮手撕面包（提子味）,2017/7/18 19:37,C,非饮料,饼干糕点
35022,3.5,85g新麦潮手撕面包（提子味）,2017/7/24 13:35,C,非饮料,饼干糕点
35027,3.5,85g新麦潮手撕面包（提子味）,2017/7/25 14:32,C,非饮料,饼干糕点
35030,3.5,85g新麦潮手撕面包（提子味）,2017/7/30 08:57,C,非饮料,饼干糕点
35035,2.0,85g新麦潮手撕面包（提子味）,2017/8/1 15:29,C,非饮料,饼干糕点
35056,3.5,85g新麦潮手撕面包（提子味）,2017/9/6 16:51,C,非饮料,饼干糕点
35057,3.5,85g新麦潮手撕面包（提子味）,2017/9/7 16:31,C,非饮料,饼干糕点
35061,2.0,85g新麦潮手撕面包（提子味）,2017/9/11 23:25,C,非饮料,饼干糕点
35066,3.5,85g新麦潮手撕面包（提子味）,2017/9/14 15:54,C,非饮料,饼干糕点
35072,2.0,85g新麦潮手撕面包（提子味）,2017/9/16 09:37,C,非饮料,饼干糕点
35079,3.5,85g新麦潮手撕面包（提子味）,2017/9/20 11:54,C,非饮料,饼干糕点
35080,3.0,85g新麦潮手撕面包（提子味）,2017/9/21 08:59,C,非饮料,饼干糕点
35086,2.0,85g新麦潮手撕面包（提子味）,2017/9/23 14:05,C,非饮料,饼干糕点
35090,2.0,85g新麦潮手撕面包（提子味）,2017/9/24 12:28,C,非饮料,饼干糕点
35092,3.5,85g新麦潮手撕面包（提子味）,2017/9/24 16:22,C,非饮料,饼干糕点
35097,3.5,85g新麦潮手撕面包（提子味）,2017/9/27 16:12,C,非饮料,饼干糕点
35099,2.0,85g新麦潮手撕面包（提子味）,2017/9/27 19:35,C,非饮料,饼干糕点
35108,3.5,85g新麦潮手撕面包（提子味）,2017/10/4 07:56,C,非饮料,饼干糕点
35110,4.0,85g新麦潮手撕面包（提子味）,2017/10/4 13:37,C,非饮料,饼干糕点
35111,2.0,85g新麦潮手撕面包（提子味）,2017/10/4 23:29,C,非饮料,饼干糕点
35114,3.5,85g新麦潮手撕面包（提子味）,2017/10/6 23:39,C,非饮料,饼干糕点
35124,3.5,85g新麦潮手撕面包（提子味）,2017/10/14 19:51,C,非饮料,饼干糕点
35126,3.5,85g新麦潮手撕面包（提子味）,2017/10/17 20:00,C,非饮料,饼干糕点
35144,3.5,85g新麦潮手撕面包（提子味）,2017/10/20 22:21,C,非饮料,饼干糕点
35145,3.0,85g新麦潮手撕面包（提子味）,2017/10/21 00:11,C,非饮料,饼干糕点
35146,3.0,85g新麦潮手撕面包（提子味）,2017/10/21 08:00,C,非饮料,饼干糕点
35152,3.5,85g新麦潮手撕面包（提子味）,2017/10/22 20:56,C,非饮料,饼干糕点
35154,3.0,85g新麦潮手撕面包（提子味）,2017/10/23 22:57,C,非饮料,饼干糕点
35156,3.5,85g新麦潮手撕面包（提子味）,2017/10/24 23:28,C,非饮料,饼干糕点
35168,3.0,85g新麦潮手撕面包（提子味）,2017/11/1 08:56,C,非饮料,饼干糕点
35169,4.0,85g新麦潮手撕面包（提子味）,2017/11/1 14:44,C,非饮料,饼干糕点
35176,3.5,85g新麦潮手撕面包（提子味）,2017/11/5 20:13,C,非饮料,饼干糕点
35181,2.0,85g新麦潮手撕面包（提子味）,2017/11/7 08:33,C,非饮料,饼干糕点
35198,2.0,85g新麦潮手撕面包（提子味）,2017/11/12 20:19,C,非饮料,饼干糕点
35201,3.5,85g新麦潮手撕面包（提子味）,2017/11/13 16:58,C,非饮料,饼干糕点
35209,3.5,85g新麦潮手撕面包（提子味）,2017/11/14 19:50,C,非饮料,饼干糕点
35210,2.0,85g新麦潮手撕面包（提子味）,2017/11/15 08:56,C,非饮料,饼干糕点
35212,3.5,85g新麦潮手撕面包（提子味）,2017/11/15 12:21,C,非饮料,饼干糕点
35220,2.0,85g新麦潮手撕面包（提子味）,2017/11/19 14:52,C,非饮料,饼干糕点
35229,3.5,85g新麦潮手撕面包（提子味）,2017/11/20 17:46,C,非饮料,饼干糕点
35235,2.0,85g新麦潮手撕面包（提子味）,2017/12/1 12:21,C,非饮料,饼干糕点
35241,3.0,85g新麦潮手撕面包（提子味）,2017/12/3 13:53,C,非饮料,饼干糕点
35255,3.5,85g新麦潮手撕面包（提子味）,2017/12/5 03:34,C,非饮料,饼干糕点
35272,2.0,85g新麦潮手撕面包（提子味）,2017/12/9 21:28,C,非饮料,饼干糕点
35275,3.5,85g新麦潮手撕面包（提子味）,2017/12/10 12:04,C,非饮料,饼干糕点
35277,3.5,85g新麦潮手撕面包（提子味）,2017/12/11 16:00,C,非饮料,饼干糕点
35287,3.5,85g新麦潮手撕面包（提子味）,2017/12/23 14:19,C,非饮料,饼干糕点
35300,3.5,85g新麦潮手撕面包（提子味）,2017/12/28 12:33,C,非饮料,饼干糕点
35312,4.8,诗竹竹纤维面巾纸,2017/4/21 18:32,C,非饮料,纸巾
35315,4.8,诗竹竹纤维面巾纸,2017/5/9 02:43,C,非饮料,纸巾
35318,4.8,诗竹竹纤维面巾纸,2017/5/19 17:41,C,非饮料,纸巾
35322,4.8,诗竹竹纤维面巾纸,2017/6/2 14:16,C,非饮料,纸巾
35323,4.8,诗竹竹纤维面巾纸,2017/6/5 17:02,C,非饮料,纸巾
35325,4.8,诗竹竹纤维面巾纸,2017/6/8 17:22,C,非饮料,纸巾
35327,4.8,诗竹竹纤维面巾纸,2017/6/22 19:03,C,非饮料,纸巾
35328,4.8,诗竹竹纤维面巾纸,2017/7/2 20:41,C,非饮料,纸巾
35335,4.8,诗竹竹纤维面巾纸,2017/8/19 16:44,C,非饮料,纸巾
35337,4.8,诗竹竹纤维面巾纸,2017/8/28 09:35,C,非饮料,纸巾
35349,4.8,诗竹竹纤维面巾纸,2017/10/21 22:49,C,非饮料,纸巾
35356,4.8,诗竹竹纤维面巾纸,2017/11/10 14:52,C,非饮料,纸巾
35359,4.8,诗竹竹纤维面巾纸,2017/11/14 13:57,C,非饮料,纸巾
35362,4.8,诗竹竹纤维面巾纸,2017/11/18 09:40,C,非饮料,纸巾
35365,4.8,诗竹竹纤维面巾纸,2017/11/20 09:06,C,非饮料,纸巾
35368,4.8,诗竹竹纤维面巾纸,2017/12/5 17:08,C,非饮料,纸巾
35383,7.5,雀巢咖啡,2017/4/26 14:24,C,饮料,咖啡
35401,7.5,雀巢咖啡,2017/6/16 15:30,C,饮料,咖啡
35402,7.5,雀巢咖啡,2017/6/17 17:38,C,饮料,咖啡
35403,7.5,雀巢咖啡,2017/6/20 22:24,C,饮料,咖啡
35404,7.5,雀巢咖啡,2017/6/22 23:34,C,饮料,咖啡
35405,7.5,雀巢咖啡,2017/6/30 14:00,C,饮料,咖啡
35406,7.5,雀巢咖啡,2017/6/30 20:50,C,饮料,咖啡
35407,7.5,雀巢咖啡,2017/7/1 15:02,C,饮料,咖啡
35408,7.5,雀巢咖啡,2017/7/2 11:24,C,饮料,咖啡
35458,7.5,雀巢咖啡,2017/9/27 12:36,C,饮料,咖啡
35465,7.5,雀巢咖啡,2017/10/8 15:18,C,饮料,咖啡
35466,7.5,雀巢咖啡,2017/10/11 17:59,C,饮料,咖啡
